4435,"['technological change', 'motor vehicle', 'commercial vehicle', 'approximation of laws', 'safety device']"
4436,"['approximation of laws', 'motor vehicle', 'commercial vehicle', 'petrol', 'safety device', 'vehicle parts']"
4437,"['approximation of laws', 'tractor', 'signalling device', 'Community certification', 'EC conformity marking']"
4438,"['approximation of laws', 'tractor', 'commercial vehicle', 'Community certification']"
4439,"['approximation of laws', 'safety device', 'tractor', 'Community certification', 'EC conformity marking']"
4440,"['marketing', 'seed']"
4441,"['cosmetic product', 'dyestuff', 'approximation of laws']"
4442,"['approximation of laws', 'marketing restriction', 'dangerous substance', 'public safety', 'accident in the home']"
4443,"['agricultural product', 'marketing', 'seed']"
4444,"['technological change', 'road safety', 'approval', 'safety device', 'motor vehicle']"
4445,"['sugar', 'human nutrition', 'analytical chemistry', 'food inspection']"
4446,"['inward processing', 'free circulation', 'Community customs procedure', 'customs duties', 'tariff preference']"
4447,"['approximation of laws', 'measuring equipment', 'water', 'EC conformity marking', 'Community certification']"
4448,"['packaging', 'labelling', 'dangerous substance', 'approximation of laws', 'public safety']"
4449,"['approximation of laws', 'drinking water', 'water analysis', 'EC scientific committee', 'disclosure of information', 'sampling']"
4450,"['shellfish farming', 'water analysis', 'water pollution', 'approximation of laws', 'quality standard', 'restriction on competition']"
4451,"['approximation of laws', 'pre-packaging', 'EC conformity marking', 'beverage', 'alcoholic beverage', 'olive oil']"
4452,"['powdered milk', 'human nutrition', 'food chemistry']"
4453,"['direct tax', 'tax system', 'VAT', 'mutual recognition principle', 'tax evasion', 'tax harmonisation']"
4454,"['EAGGF Guarantee Section', 'market stabilisation', 'market intervention', 'consolidation of Community law', 'distribution of Community funding', 'disclosure of information']"
4455,"['VAT', 'redemption', 'free movement of goods', 'residence', 'tax system', 'Community import']"
4456,"['technological change', 'safety device', 'marketing', 'technical regulations', 'approximation of laws', 'tractor']"
4457,"['hops', 'common organisation of markets', 'quality standard', 'Community certification']"
4458,"['Italy', 'farm modernisation', 'agricultural advisory services', 'agricultural education', 'State aid', 'EAGGF Guidance Section']"
4459,"['living plant', 'floriculture', 'quality standard', 'preparation for market', 'labelling']"
4460,"['viticulture', 'utilised agricultural area', 'statistics', 'disclosure of information']"
4461,"['common customs tariff', 'tariff nomenclature', 'sport fishing']"
4462,"['certificate of origin', 'textile product', 'import policy', 'Singapore', 'Malaysia']"
4463,"['administrative cooperation', 'originating product', 'protocol to an agreement', 'Tunisia']"
4464,"['farm accountancy data network', 'farm return', 'farm income']"
4465,"['code of conduct', 'maritime conference', 'UN Conference', 'maritime transport', 'accession to an agreement']"
4466,"['import licence', 'maize', 'plant propagation', 'guarantee']"
4467,"['maize', 'plant propagation', 'countervailing charge']"
4468,"['accounting', 'transport infrastructure', 'rail transport', 'road transport', 'inland waterway transport', 'common transport policy']"
4469,"['hops', 'Community certification', 'Community import']"
4470,"['import licence', 'maize', 'plant propagation', 'originating product']"
4471,"['interest-rate subsidy', 'European Monetary System', 'EIB', 'loan', 'own resources', 'Community investment']"
4472,"['rice', 'market intervention', 'representative rate', 'food processing', 'production cost', 'agricultural by-product']"
4473,"['production refund', 'olive oil', 'preserved product', 'fish', 'vegetable']"
4474,"['hops', 'Community certification']"
4475,"['EC association agreement', 'Cyprus', 'EC Protocol', 'administrative cooperation']"
4476,"['common customs tariff', 'tariff nomenclature', 'pharmacology', 'pharmaceutical product']"
4477,"['regulations for civil servants', 'EC servants', 'allowances and expenses', 'shift work', 'remuneration of work', 'EAEC Joint Research Centre']"
4478,"['pigmeat', 'disclosure of information', 'common organisation of markets', 'carcass']"
4479,"['production refund', 'olive oil', 'preserved product']"
4480,"['man-made fibre', 'industrial restructuring', 'industrial conversion', 'less-favoured region', 'investment aid', 'statistics']"
4481,"['agricultural product', 'Community export', 'common organisation of markets', 'export licence']"
4482,"['regulations for civil servants', 'EC servants', 'allowances and expenses']"
4483,"['soft cheese', ""cow's milk cheese"", 'international trade', 'administrative procedure', 'export licence']"
4484,"['beef', 'Community export', 'United States', 'export licence', 'customs document']"
4485,"['Community regional policy', 'Community programme', 'regional development', 'economic policy', 'coordination of aid']"
4486,"['customs union', 'action programme', 'customs cooperation', 'customs harmonisation', 'free movement of goods', 'administrative formalities']"
4487,"['protection of animal life', 'bird', 'protected area', 'humid zone', 'information transfer', 'action programme']"
4488,"['packaged product', 'pre-packaging', 'consumer information', 'labelling', 'publishing of prices', 'standardisation']"
4489,"['microelectronics', 'Community programme', 'engineer', 'technical profession', 'continuing education']"
4490,"['project of Community interest', 'consolidation of Community law', 'EC Intergovernmental Convention', 'contract terms']"
4491,"['Denmark', 'road transport', 'traffic regulations', 'driving instruction', 'drivers']"
4492,"['Ireland', 'road transport', 'derogation from Community law', 'road safety']"
4493,"['Belgium', 'maritime transport', 'English Channel', 'North Sea', 'crew', 'transport licence']"
4494,"['Luxembourg', 'transport authorisation', 'carriage of goods', 'carriage of passengers', 'transit']"
4495,"['Italy', 'maritime transport', 'English Channel', 'North Sea', 'crew', 'transport licence']"
4496,"['Netherlands', 'maritime transport', 'English Channel', 'North Sea', 'crew', 'transport licence']"
4497,"['France', 'maritime transport', 'English Channel', 'North Sea', 'crew', 'transport licence']"
4498,"['France', 'rail transport', 'road transport', 'approximation of laws', 'transport policy']"
4499,"['Denmark', 'road transport', 'international transport', 'carriage of goods', 'transportation tariff', 'transport price']"
4500,"['Botswana', 'cattle', 'swine', 'Community import', 'import restriction', 'veterinary inspection']"
4501,"['Community certification', 'standardisation', 'technical regulations', 'quality control of industrial products']"
4502,"['air transport', 'cooperation policy', 'multilateral agreement', 'consultation procedure', 'international organisation']"
4503,"['seed', 'marketing restriction', 'crop production', 'German Democratic Republic']"
4504,"['seed', 'marketing restriction', 'crop production', 'France']"
4505,"['EC advisory committee', 'comitology', 'medical training', 'midwife', 'recognition of diplomas']"
4506,"['public health', 'EC committee', 'comitology', 'civil servant']"
4507,"['restriction on competition', 'coal industry', 'chemical fertiliser', 'joint venture', 'fine', 'economic concentration']"
4508,"['trading operation', 'United Kingdom', 'ACP countries', 'sugar industry', 'sugar cane', 'production']"
4509,"['sorghum', 'intervention agency', 'negotiated contract', 'food aid', 'Niger', 'delivery']"
4510,"['cheese', 'dyestuff', 'organic chemical', 'producer group', 'Netherlands', 'exclusive purchasing agreement']"
4511,"['irradiated fuel', 'nuclear fuel', 'fuel reprocessing', 'EC advisory committee']"
4512,"['fine', 'restriction on competition', 'audio-visual equipment', 'inter-company agreement', 'free movement of goods']"
4513,"['price formation', 'price list', 'German Democratic Republic', 'restriction on competition', 'inter-company agreement']"
4514,"['GATT', 'trade agreement', 'multilateral agreement', 'ratification of an agreement']"
4515,"['tariff negotiations', 'bilateral agreement', 'GATT']"
4516,"['GATT', 'Philippines', 'protocol to an agreement', 'accession to an agreement']"
4517,"['France', 'marketing standard', 'seed', 'fodder plant']"
4518,"['fine', 'restriction on competition', 'inter-company agreement', 'auditing', 'access to information']"
4519,"['fine', 'restriction on competition', 'inter-company agreement', 'auditing', 'access to information']"
4520,"['Botswana', 'Community import', 'meat product', 'import restriction']"
4521,"['iron and steel industry', 'Netherlands', 'company with share capital', 'inter-company agreement', 'economic concentration', 'restriction on competition']"
4522,"['stratospheric pollutant', 'chemical product', 'aerosol', 'environmental impact', 'public health', 'pollution control measures']"
4523,"['international convention', 'customs harmonisation', 're-import', 'customs formalities']"
4524,"['EAGGF Guidance Section', 'redemption', 'State aid', 'payment', 'distribution of Community funding']"
4525,"['fruit', 'vegetable', 'Canada', 'tariff agreement']"
4527,"['household electrical appliance', 'inter-company agreement', 'exclusive distribution agreement', 'German Democratic Republic', 'competition law']"
4528,"['EU country', 'marketing standard', 'seed', 'fodder plant']"
4529,"['oil pollution', 'marine pollution', 'pollution control measures', 'environmental cooperation', 'environmental protection', 'EC advisory committee']"
4530,"['Community borrowing', 'investment promotion', 'investment project', 'fight against unemployment', 'industrial development']"
4531,"['marketing standard', 'packaging', 'labelling', 'seed']"
4532,"['viticulture', 'utilised agricultural area', 'statistics', 'crop yield']"
4533,"['viticulture', 'utilised agricultural area', 'statistics', 'crop yield']"
4534,"['viticulture', 'area of holding', 'statistics', 'disclosure of information']"
4535,"['spirits', 'Scotland', 'supply', 'contract', 'subsidiary', 'tax-free allowance']"
4537,"['sheepmeat', 'goatmeat', 'voluntary restraint agreement', 'third country']"
4538,"['national planning', 'health control', 'brucellosis', 'animal tuberculosis', 'animal leucosis', 'cattle']"
4539,"['EAEC Joint Undertaking', 'Germany', 'nuclear power station', 'nuclear industry', 'breeder reactor']"
4540,"['EAEC Joint Undertaking', 'Germany', 'nuclear industry', 'tax relief']"
4541,"['inter-company agreement', 'wood product', 'exclusive distribution agreement', 'restriction on competition', 'Netherlands']"
4542,"['German Democratic Republic', 'floor coverings', 'inter-company agreement', 'distributive trades', 'selling price']"
4543,"['animal plague', 'swine', 'financial aid', 'disease vector', 'decontamination', 'EAGGF Guidance Section']"
4544,"['Community borrowing', 'investment promotion', 'investment project', 'fight against unemployment', 'industrial development']"
4545,"['Belgium', 'State aid', 'investment aid', 'oil refining', 'economic growth', 'oil industry']"
4547,"['German Democratic Republic', 'State aid', 'marketing', 'coal industry', 'principle of additionality']"
4548,"['France', 'State aid', 'marketing', 'coal industry', 'principle of additionality']"
4549,"['control of State aid', 'State aid', 'Belgium', 'coal industry']"
4550,"['United Kingdom', 'State aid', 'marketing', 'coal industry', 'principle of additionality']"
4551,"['pharmaceutical product', 'restriction on competition', 'export restriction', 'exclusive distribution agreement', 'fine']"
4552,"['fresh meat', 'originating product', 'Brazil', 'health certificate', 'farm animal']"
4553,"['spirits', 'exclusive distribution agreement', 'marketing', 'restriction on competition']"
4554,"['Italy', 'glass', 'restriction on competition', 'trade information', 'trade regulations', 'industrial secret']"
4555,"['Germany', 'market approval', 'seed', 'sugar beet', 'cereals', 'potato']"
4556,"['regions of Spain', 'occupational safety', 'fishing vessel', 'international convention']"
4557,"['food additive', 'food contamination', 'foodstuffs legislation', 'food chemistry', 'consumer protection']"
4558,"['import policy', 'Community control', 'import price', 'selling price', 'iron and steel product', 'third country']"
4559,"['intra-Community transport', 'road transport', 'carriage of goods', 'transport regulations', 'approximation of laws']"
4560,"['environmental protection', 'ground water', 'water pollution', 'toxic substance', 'disclosure of information']"
4561,"['recognition of diplomas', 'midwife', 'right of establishment', 'freedom to provide services', 'Community national']"
4562,"['access to a profession', 'midwife', 'approximation of laws', 'diploma', 'medical training', 'vocational training']"
4563,"['approximation of laws', 'measuring equipment', 'metrology']"
4564,"['intra-Community trade', 'fresh meat', 'veterinary inspection', 'health control', 'trademark']"
4565,"['intra-Community trade', 'health control', 'epidemic', 'meat product']"
4566,"['poultrymeat', 'meat product', 'health control', 'health certificate', 'meat processing industry']"
4567,"['approximation of laws', 'intra-Community trade', 'packaged product', 'pre-packaging', 'weights and measures', 'marketing standard']"
4568,"['approximation of laws', 'motor vehicle', 'safety device', 'signalling device', 'marketing', 'commercial vehicle']"
4569,"['VAT', 'approximation of laws', 'France', 'French Overseas Departments']"
4570,"['farm modernisation', 'farm development plan', 'EAGGF Guidance Section', 'State aid', 'agrarian reform', 'EC transitional period']"
4571,"['fruit', 'vegetable', 'animal nutrition', 'human nutrition', 'food control', 'pesticide residue']"
4572,"['animal nutrition', 'manufactured feedingstuffs', 'packaging product', 'preparation for market']"
4573,"['approximation of laws', 'agricultural vehicle', 'tractor', 'vehicle parts']"
4574,"['public sector', 'administrative transparency', 'public finance', ""Member State's contribution""]"
4575,"['marketing standard', 'seed', 'fodder plant', 'quality standard']"
4576,"['foodstuff', 'plastics', 'analytical chemistry']"
4578,"['approximation of laws', 'mineral water', 'product quality', 'preparation for market', 'labelling', 'analytical chemistry']"
4579,"['analytical chemistry', 'fats', 'foodstuff', 'vegetable oil', 'animal oil', 'organic acid']"
4580,"['approximation of laws', 'social security', 'pay', 'financial solvency', 'employer', 'occupational safety']"
4581,"['animal plague', 'swine', 'decontamination', 'health control', 'disease vector', 'epidemic']"
4582,"['swine', 'animal disease', 'fresh meat', 'veterinary inspection', 'health control', 'intra-Community trade']"
4583,"['swine', 'animal disease', 'fresh meat', 'intra-Community trade', 'veterinary inspection', 'meat product']"
4584,"['transport statistics', 'regional statistics', 'carriage of goods', 'inland waterway transport', 'statistical method', ""Member State's contribution""]"
4585,"['approximation of laws', 'labelling', 'packaging', 'dangerous substance', 'toxic substance']"
4586,"['approximation of laws', 'motor vehicle', 'motor fuel', 'consumption', 'measuring equipment']"
4587,"['approximation of laws', 'motor vehicle', 'engine', 'testing', 'measuring equipment']"
4588,"['recognition of diplomas', 'right of establishment', 'midwife', 'freedom to provide services', 'accession to the European Union', 'Greece']"
4589,"['animal plague', 'swine', 'research body', 'cattle', 'health control', 'intra-Community trade']"
4590,"['approximation of laws', 'analytical chemistry', 'cosmetic product', 'product quality']"
4591,"['poultrymeat', 'egg', 'export refund', 'United States']"
4592,"['remuneration of work', 'ratio', 'European official', 'EC servants']"
4593,"['export refund', 'agricultural product', 'common organisation of markets', 'export customs procedure', 'Community export']"
4594,"['wine', 'fruit product', 'vinification', 'sucrose', 'vineyard']"
4595,"['free-trade agreement', 'tariff quota', 'paperboard', 'Finland', 'Norway', 'Sweden']"
4596,"['countervailing charge', 'maize', 'plant propagation']"
4597,"['cane sugar', 'beet sugar', 'sugar product', 'export refund', 'export levy']"
4598,"['Iceland', 'European Community', 'tariff agreement', 'tariff nomenclature', 'customs cooperation']"
4599,"['European Foundation for the Improvement of Living and Working Conditions', 'regulations for civil servants', 'European official', 'EC servants', 'remuneration of work', 'in-service training']"
4600,"['non-marketing premium', 'milk', 'milk product', 'redirection of production', 'dairy cow', 'dairy production']"
4601,"['EC cooperation agreement', 'Asean countries', 'economic cooperation', 'common commercial policy']"
4602,"['agricultural product', 'common organisation of markets', 'Community export', 'export refund', 'export customs procedure']"
4603,"['cheese', 'international trade', 'Australia', 'administrative procedure', 'export licence']"
4604,"['EC cooperation agreement', 'anti-dumping duty', 'EC interim agreement', 'protective clause', 'countervailing charge', 'Yugoslavia']"
4605,"['sugar', 'sugar product', 'export refund', 'export levy']"
4606,"['viticulture', 'Italy', 'utilised agricultural area', 'statistics', 'disclosure of information']"
4607,"['beef', 'Community export', 'United States', 'export licence', 'customs document']"
4608,"['EC agreement', 'fishing agreement', 'Denmark', 'Faeroes', 'fishing rights', 'fishing area']"
4610,"['EC agreement', 'fishing agreement', 'Guinea-Bissau', 'fishing area', 'fishing rights']"
4611,"['EC agreement', 'fishing agreement', 'Norway', 'fishing area', 'fishing rights']"
4612,"['living plant', 'floriculture', 'quality standard', 'agricultural product nomenclature']"
4613,"['regions and communities of Belgium', 'regions of the United Kingdom', 'industrial restructuring', 'iron and steel industry', 'regional development', 'ERDF']"
4614,"['regions of the United Kingdom', 'industrial restructuring', 'regional development', 'shipbuilding', 'ERDF']"
4615,"['regions of Italy', 'energy policy', 'regional development', 'ERDF']"
4616,"['frontier region', 'Northern Ireland', 'regional development', 'Ireland', 'ERDF']"
4617,"['administrative cooperation', 'protocol to an agreement', 'originating product', 'customs tariff', 'customs cooperation', 'Lebanon']"
4618,"['olive oil', 'preserved product', 'production refund']"
4619,"['common organisation of markets', 'beef', 'sheepmeat', 'goatmeat', 'tariff nomenclature', 'common customs tariff']"
4620,"['farm return', 'agricultural holding', 'farm income', 'Greece', 'accession to the European Union']"
4621,"['euro', 'consolidation of Community law', 'codification of Community law']"
4622,"['customs duties', 'charge having equivalent effect', 'Community import', 'agricultural product', 'customs tariff']"
4623,"['Nimexe', 'accession to the European Union', 'Greece', 'statistical method']"
4624,"['Iceland', 'protocol to an agreement', 'originating product', 'Greece', 'Community import', 'customs duties']"
4625,"['protocol to an agreement', 'Norway', 'originating product', 'Greece', 'customs duties', 'Community import']"
4626,"['protocol to an agreement', 'Switzerland', 'originating product', 'Community import', 'Greece', 'customs duties']"
4627,"['monetary compensatory amount', 'Greece', 'Community export', 'trading operation', 'third country', 'agricultural product']"
4628,"['sugar', 'isoglucose', 'Greece', 'accession to the European Union', 'common organisation of markets']"
4629,"['seed', 'agricultural product nomenclature', 'fodder plant', 'import licence', 'maize', 'plant propagation']"
4630,"['egg', 'poultry', 'marketing standard', 'agricultural production']"
4631,"['rice', 'award of contract', 'export refund']"
4632,"['trade policy', 'trading operation', 'Malta', 'EC association agreement']"
4633,"['originating product', 'generalised preferences', 'developing countries', 'customs regulations', 'certificate of origin', 'import licence']"
4634,"['originating product', 'generalised preferences', 'CACM', 'customs regulations', 'certificate of origin']"
4635,"['Andean Group countries', 'generalised preferences', 'originating product', 'developing countries']"
4636,"['iron and steel industry', 'ECSC levy', 'disclosure of information', 'production control', 'management audit']"
4637,"['iron and steel industry', 'economic survey', 'disclosure of information', 'Community policy', 'industrial restructuring']"
4638,"['approximation of laws', 'vocational training', 'youth employment', 'occupational safety', 'vocational guidance']"
4639,"['vocational training', 'arrangement of working time', 'part-time employment', 'work schedule']"
4640,"['EC advisory committee', 'research programme', 'action programme', 'waste management', 'radioactive waste']"
4641,"['uranium', 'irradiated fuel', 'fuel reprocessing', 'nuclear fuel', 'energy supply', 'environmental protection']"
4642,"['breeder reactor', 'energy supply', 'energy demand', 'nuclear safety', 'peaceful use of energy', 'environmental protection']"
4643,"['energy saving', 'action programme', 'Community programme', 'energy use', 'energy consumption']"
4644,"['common fisheries policy', 'fishery management', 'exploitation of resources', 'fishing agreement', 'catch of fish', 'traditional fishing']"
4645,"['labour market', 'Community employment policy', 'vocational training', 'ESF']"
4646,"['animal welfare', 'laying poultry', 'intensive livestock farming', 'livestock farming']"
4647,"['supplies contract', 'trade policy', 'national implementing measure', 'withdrawal from the market', 'originating product', 'free circulation']"
4648,"['supplies contract', 'originating product', 'free movement of goods', 'market access', 'market protection', 'trade policy']"
4649,"['public contract', 'tariff negotiations', 'GATT']"
4650,"['anhydride', 'atmospheric pollution', 'transfrontier pollution', 'prevention of pollution', 'pollution control measures', 'environmental standard']"
4651,"['free movement of goods', 'liberalisation of trade', 'intra-Community trade', 'marketing', 'approximation of laws']"
4652,"['contract', 'contract terms', 'European convention', 'law of obligations', 'Community law']"
4653,"['iron and steel industry', 'industrial restructuring', 'social policy']"
4654,"['EAGGF Guidance Section', 'State aid', 'less-favoured agricultural area', 'hill farming', 'farm development plan', 'farm modernisation']"
4655,"['Germany', 'maritime shipping', 'crew', 'North Sea', 'English Channel']"
4656,"['Netherlands', 'UN convention', 'maritime conference', 'accession to an agreement']"
4657,"['Ireland', 'maritime shipping', 'crew', 'North Sea', 'English Channel']"
4658,"['United Kingdom', 'maritime shipping', 'crew', 'North Sea', 'English Channel']"
4659,"['Netherlands', 'inland waterway shipping', 'maritime safety', 'working conditions']"
4660,"['Belgium', 'road transport', 'transport safety', 'speed control', 'measuring equipment', 'maintenance']"
4661,"['Netherlands', 'government bill', 'inland waterway transport', 'official document', 'publishing of prices']"
4662,"['bankruptcy', 'financial agreement', 'approximation of laws', 'debt', 'credit', 'claim']"
4663,"['ECSC', 'comitology', 'Greece', 'producer group', 'trade union']"
4664,"['fresh meat', 'Argentina', 'veterinary legislation', 'farm animal', 'Community import', 'meat processing industry']"
4665,"['meat processing industry', 'Community import', 'fresh meat', 'veterinary legislation', 'farm animal', 'Uruguay']"
4666,"['marketing standard', 'packaging', 'labelling', 'seed']"
4667,"['allowances and expenses', 'EC Economic and Social Committee']"
4668,['member of the EC Court of Justice']
4669,"['fodder plant', 'France', 'seed', 'market approval']"
4670,"['intervention agency', 'maize', 'delivery', 'food aid', 'Mali', 'negotiated contract']"
4671,"['Schleswig-Holstein', 'State of a Federation', 'cereals', 'preparation for market', 'marketing', 'storage']"
4672,"['sheepmeat', 'goatmeat', 'voluntary restraint agreement', 'third country']"
4673,"['GATT', 'common customs tariff', 'trade agreement', 'tariff preference', 'tariff negotiations', 'Greece']"
4674,"['animal plague', 'swine', 'disease vector', 'decontamination']"
4675,"['France', 'EAGGF Guidance Section', 'State aid', 'agrarian reform', 'less-favoured agricultural area', 'hill farming']"
4676,"['Mediterranean Sea', 'oil pollution', 'pollution control measures', 'international agreement', 'protocol to an agreement']"
4677,"['market approval', 'United Kingdom', 'seed', 'vegetable']"
4678,"['chemical product', 'dangerous substance', 'directory', 'packaging', 'labelling', 'classification']"
4679,"['transfrontier pollution', 'atmospheric pollution', 'pollution control measures', 'international convention', 'environmental protection']"
4680,"['EC standing committee', 'comitology', 'health legislation', 'trading operation', 'fresh meat', 'live animal']"
4681,"['Germany', 'iron and steel industry', 'economic concentration', 'restrictive-practice authorisation']"
4682,"['redemption', 'producer group', 'EAGGF', 'State aid', 'terms for aid']"
4684,"['State aid', 'France', 'farm income', 'common organisation of markets', 'agricultural product']"
4685,"['international convention', 'international cooperation', 'fishing agreement', 'Atlantic Ocean', 'conservation of fish stocks', 'fishery resources']"
4686,"['Belgium', 'State aid', 'rubber industry', 'modernisation of industry', 'modernisation aid']"
4687,"['aid to industry', 'investment aid', 'minimum stock', 'Germany', 'State aid', 'coal industry']"
4688,"['investment aid', 'industrial project', 'aid to industry', 'Belgium', 'State aid', 'coal industry']"
4689,"['France', 'State aid', 'coal industry', 'financial loss', 'aid to industry']"
4690,"['United Kingdom', 'State aid', 'coal industry', 'aid to industry', 'industrial restructuring']"
4691,"['packaging product', 'marketing standard', 'seed']"
4692,"['Antarctica', 'international convention', 'protection of animal life', 'protection of plant life', 'accession to an agreement']"
4693,"['fresh meat', 'Brazil', 'farm animal', 'meat processing industry', 'Community import', 'veterinary legislation']"
4694,"['investment aid', 'industrial project', 'Netherlands', 'State aid', 'chemical industry']"
4695,"['Netherlands', 'petrochemicals', 'investment']"
4696,"['investment', 'packaging', 'Netherlands', 'foodstuff']"
4697,"['investment aid', 'industrial project', 'Netherlands', 'petrochemicals', 'State aid']"
4698,"['investment aid', 'industrial project', 'Netherlands', 'State aid', 'electrical industry', 'electronics industry']"
4699,"['Belgium', 'Germany', 'restrictive-practice authorisation', 'coal industry', 'economic concentration']"
4700,"['carriage of passengers', 'measuring equipment', 'road transport', 'national transport', 'motor vehicle', 'road safety']"
4701,"['investment aid', 'industrial project', 'State aid', 'Belgium', 'chemical industry']"
4702,"['information transfer', 'fresh water', 'quality of the environment', 'Greece', 'accession to the European Union']"
4703,"['restriction on competition', 'Italy', 'glass industry', 'non-profit organisation', 'inter-company agreement']"
4704,"['Province of Antwerp', 'investment aid', 'State aid', 'Belgium', 'chemical industry', 'rare gas']"
4705,"['tariff agreement', 'protocol to an agreement', 'customs tariff', 'Colombia', 'accession to an agreement']"
4706,"['restriction on competition', 'Netherlands', 'pneumatic tyre', 'rubber industry', 'dominant position']"
4707,"['restriction on competition', 'Province of Antwerp', 'State aid', 'oil refining', 'oil industry']"
4708,"['cereal product', 'intervention agency', 'negotiated contract', 'delivery', 'food aid']"
4709,"['iron and steel industry', 'coal industry', 'economic concentration', 'restrictive-practice authorisation', 'Germany']"
4710,"['EIB', 'euro', 'decision-making body']"
4711,"['EIB', 'decision-making body', 'capital increase']"
4712,"['copyright', 'literary and artistic property', 'dominant position', 'financial management']"
4713,"['fishing agreement', 'European Community', 'Canada', 'fishing vessel', 'fishing area', 'fishing industry']"
4714,"['European Commissioner', 'member of the EC Court of Justice', 'regulations for civil servants']"
4715,"['motor vehicle', 'civil liability', 'motor vehicle insurance', 'personal accident insurance', 'accident prevention']"
4716,"['air transport', 'carriage of goods', 'postal service', 'delivery']"
4717,"['Belgium', 'coordination of EMU policies', 'economic policy', 'programme budgeting', 'budgetary control', 'monetary policy']"
4718,"['dataprocessing', 'data protection', 'access to information']"
4719,"['cross-border cooperation', 'regional development', 'operational programme', 'ERDF', 'Netherlands', 'Germany']"
4720,"['electrical energy', 'common price policy', 'fixing of prices', 'energy use', 'price of energy']"
4721,"['domestic waste', 'waste recycling', 'pulp and paper industry', 'paper', 'paperboard']"
4722,"['Greece', 'cattle', 'brucellosis', 'animal tuberculosis', 'national planning']"
4723,"['approximation of laws', 'foodstuff', 'artificial food colouring', 'dyestuffs industry']"
4724,"['fruit', 'vegetable', 'animal nutrition', 'human nutrition', 'food control', 'pesticide residue']"
4725,"['marketing standard', 'seed', 'fodder plant', 'cereals', 'oleaginous plant', 'textile plant']"
4726,"['approximation of laws', 'motor vehicle', 'commercial vehicle', 'petrol', 'safety device', 'vehicle parts']"
4727,"['approximation of laws', 'motor vehicle', 'commercial vehicle', 'noise pollution', 'combustion gases', 'noise level']"
4728,"['foodstuff', 'plastics', 'food control', 'analytical chemistry']"
4729,"['approximation of laws', 'medicament', 'drug surveillance', 'comitology', 'dyestuff']"
4730,"['EC standing committee', 'veterinary legislation', 'meat', 'meat product', 'intra-Community trade', 'Community import']"
4731,"['French Overseas Departments', 'water management in agriculture', 'agricultural guidance', 'forestry development', 'land restructuring', 'EAGGF Guidance Section']"
4732,"['agrarian reform', 'EAGGF Guidance Section', 'State aid', 'EC transitional period', 'terms for aid', 'farm modernisation']"
4733,"['socio-economic conditions', 'agricultural advisory services', 'State aid', 'EAGGF Guidance Section', 'agrarian reform', 'agricultural education']"
4734,"['approximation of laws', 'motor vehicle', 'vehicle parts', 'marketing', 'safety device', 'quality label']"
4735,"['approximation of laws', 'motor vehicle', 'safety device', 'Community certification', 'technical standard']"
4736,"['technical regulations', 'quality label', 'approximation of laws', 'safety device', 'motor vehicle']"
4737,"['motor vehicle', 'approximation of laws', 'road safety', 'technical barrier', 'safety device', 'vehicle parts']"
4738,"['Greece', 'less-favoured agricultural area', 'hill farming']"
4739,"['food chemistry', 'animal nutrition', 'food control']"
4740,"['analytical chemistry', 'food additive', 'quality control of industrial products', 'preservative']"
4741,"['food control', 'animal nutrition', 'food chemistry', 'technological change']"
4742,"['bird', 'wildlife', 'protection of animals']"
4743,"['analytical chemistry', 'surface water', 'drinking water', 'pollution control', 'EC committee']"
4744,"['tax-free allowance', 'carriage of passengers', 'international transport', 'Community import', 'postal service']"
4745,"['approximation of laws', 'packaging', 'labelling', 'dangerous substance']"
4746,"['health care profession', 'recognition of diplomas', 'right of establishment', 'freedom to provide services']"
4747,"['fruit', 'vegetable', 'Greece', 'common price policy', 'export refund', 'representative rate']"
4748,"['pip fruit', 'leaf vegetable', 'purchase price', 'basic price', 'common price policy']"
4749,"['common customs tariff', 'agricultural product', 'Greece', 'customs duties']"
4750,"['beef', 'frozen product', 'common customs tariff', 'certificate of origin', 'third country', 'Community import']"
4751,"['marine mammal', 'animal fats', 'EC agriculture committee', 'meat', 'import licence']"
4752,"['common customs tariff', 'tariff nomenclature', 'microform', 'photographic industry']"
4753,"['fishing area', 'Atlantic Ocean', 'international convention', 'fishing controls', 'NAFO']"
4754,"['citrus fruit', 'pip fruit', 'withdrawal from the market']"
4755,"['beef', 'carcass', 'product quality', 'Community control', 'disclosure of information', 'market prices']"
4756,"['leaf vegetable', 'fruit vegetable', 'quality standard', 'product quality', 'preparation for market']"
4757,"['self-employment', 'family', 'Community worker', 'social-security harmonisation', 'family benefit', 'social-security benefit']"
4758,"['death grant', 'allowances and expenses', 'European Commissioner', 'member of the EC Court of Justice', ""survivor's benefit""]"
4759,"['Switzerland', 'Austria', 'Community transit', 'Community import', 'Greece', 'customs formalities']"
4760,"['agricultural product', 'common organisation of markets', 'export refund', 'cereals', 'primary product']"
4761,"['common customs tariff', 'tariff nomenclature', 'agricultural machinery', 'forest']"
4762,"['cereal product', 'alcoholic beverage', 'export refund', 'clearing agreement', 'customs regulations']"
4763,"['minimum stock', 'sugar']"
4764,"['Languedoc-Roussillon', 'department (France)', 'integrated development programme', 'farm development plan', 'EAGGF Guidance Section', 'medium-term financial assistance']"
4765,"['Belgium', 'integrated development programme', 'farm development plan', 'medium-term financial assistance', 'EAGGF Guidance Section', 'less-favoured region']"
4766,"['investment aid', 'suspension of aid', 'production quota', 'swine']"
